duration,credit_amount,age,installment_commitment,residence_since,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,default
49,12325,50,3,7,1,0,A11,A34,A47,A64,A72,0
12,7178,32,3,6,3,2,A11,A30,A42,A62,A74,0
44,16235,29,1,6,3,0,A13,A32,A46,A65,A72,1
33,6243,41,1,1,2,2,A13,A32,A43,A62,A73,0
13,16994,67,2,7,3,2,A14,A33,A48,A64,A74,1
26,9275,54,2,5,3,0,A12,A33,A46,A62,A75,1
21,11917,28,3,7,3,1,A14,A33,A49,A63,A71,0
28,10178,73,2,6,1,1,A11,A30,A41,A61,A74,1
48,5364,70,3,8,3,1,A11,A30,A40,A64,A72,1
40,13967,36,1,3,1,0,A14,A33,A45,A63,A72,1
66,2148,71,1,8,3,1,A11,A30,A45,A64,A74,0
23,16177,18,2,7,1,2,A11,A34,A49,A61,A75,1
48,16418,34,3,1,3,0,A13,A34,A44,A65,A75,0
2,2881,57,2,3,2,2,A11,A34,A41,A61,A74,0
20,16989,72,2,4,2,1,A13,A32,A48,A65,A72,1
59,12245,33,3,9,2,1,A12,A34,A45,A62,A72,0
46,6318,43,2,6,3,1,A14,A32,A43,A63,A75,1
3,10386,60,3,7,2,2,A11,A34,A46,A64,A72,0
55,881,68,3,5,1,1,A13,A33,A48,A65,A71,0
12,4856,73,2,3,2,2,A13,A32,A47,A64,A71,0
40,6418,60,3,5,2,0,A14,A30,A40,A61,A71,0
66,1816,32,1,7,2,0,A13,A32,A42,A62,A71,1
16,5954,25,1,9,2,0,A11,A31,A49,A61,A73,0
34,13607,47,1,9,1,1,A13,A32,A41,A65,A71,0
44,4574,31,1,8,2,2,A13,A34,A42,A63,A73,0
6,15311,50,2,5,3,1,A12,A34,A44,A65,A72,0
64,17790,59,1,7,2,0,A11,A34,A45,A65,A75,0
22,8121,24,1,4,3,0,A14,A30,A42,A61,A71,0
18,17546,35,1,5,3,1,A13,A33,A41,A65,A71,0
12,16626,29,1,4,2,1,A13,A32,A44,A63,A71,1
52,9154,19,2,3,2,1,A11,A30,A43,A62,A73,0
51,13372,67,1,1,3,2,A11,A31,A44,A61,A71,0
71,17826,46,3,5,1,1,A13,A32,A49,A65,A73,1
48,15451,38,3,2,1,0,A11,A34,A43,A64,A71,0
19,8849,24,2,6,2,0,A14,A30,A43,A62,A75,1
6,18210,69,2,5,1,2,A11,A30,A47,A61,A71,0
27,11409,44,2,2,1,1,A14,A32,A45,A63,A73,0
53,11260,29,1,8,2,2,A14,A30,A41,A63,A75,0
48,12084,37,2,5,3,1,A11,A30,A42,A62,A72,0
7,2606,74,1,2,3,0,A14,A30,A47,A63,A72,0
59,14169,31,2,1,1,1,A11,A32,A40,A61,A75,0
69,3438,27,3,2,3,1,A11,A34,A45,A61,A72,0
11,2983,58,3,1,2,0,A13,A30,A42,A61,A75,0
15,1875,40,1,3,1,0,A13,A30,A48,A65,A71,0
64,10515,47,2,3,3,0,A12,A33,A49,A63,A72,0
3,17128,64,3,1,1,1,A12,A31,A410,A65,A74,0
69,19232,48,1,7,3,2,A11,A33,A40,A63,A74,0
23,15560,69,3,7,1,1,A14,A34,A41,A63,A75,0
53,17363,73,2,9,3,2,A11,A33,A45,A63,A74,0
37,11154,27,1,5,3,1,A13,A32,A43,A64,A75,1
9,18819,36,3,4,2,1,A12,A33,A49,A65,A72,0
15,14753,36,2,5,2,1,A11,A32,A40,A62,A75,0
3,12065,61,1,8,2,1,A14,A33,A49,A65,A75,0
70,587,40,3,8,1,2,A14,A33,A43,A63,A71,0
17,9932,61,3,4,1,1,A11,A31,A41,A62,A72,0
26,9264,58,1,8,1,0,A12,A32,A48,A62,A75,0
21,678,49,2,4,3,0,A12,A34,A46,A62,A72,0
21,17046,37,1,4,3,1,A11,A30,A45,A64,A74,0
11,3140,21,3,8,3,2,A14,A34,A48,A61,A75,0
38,9697,50,3,2,1,0,A12,A33,A47,A63,A74,1
35,19232,65,3,4,2,0,A12,A34,A41,A63,A71,1
14,2921,18,2,1,1,0,A12,A33,A42,A65,A71,0
14,11447,30,3,1,1,1,A13,A33,A46,A62,A72,0
10,1717,20,3,8,2,0,A11,A30,A49,A64,A71,1
12,2974,29,1,4,2,2,A12,A31,A43,A62,A75,0
38,1429,46,3,6,1,2,A12,A31,A410,A65,A72,0
34,8458,72,1,5,3,2,A11,A30,A45,A61,A74,0
41,2002,48,3,6,3,0,A13,A34,A48,A63,A73,1
10,920,58,1,4,2,0,A14,A32,A46,A62,A71,0
17,14080,53,1,4,1,2,A14,A30,A42,A63,A75,1
17,16340,19,1,7,3,0,A11,A33,A45,A65,A74,0
67,6330,39,1,1,3,2,A12,A31,A46,A61,A73,1
62,18333,39,2,9,2,1,A12,A31,A40,A64,A72,0
1,6311,58,3,3,1,1,A14,A34,A46,A61,A75,1
12,9119,48,2,4,2,1,A14,A32,A44,A64,A73,0
4,14027,69,3,9,1,0,A11,A30,A46,A62,A75,0
42,16723,73,1,5,1,1,A13,A33,A46,A61,A74,0
13,606,62,3,4,1,1,A11,A33,A45,A62,A74,0
4,4549,31,1,6,1,2,A11,A32,A42,A61,A71,0
69,8789,46,3,1,1,2,A11,A34,A48,A62,A74,0
19,2403,52,1,1,1,2,A13,A32,A44,A65,A72,0
2,11993,67,3,5,3,1,A11,A34,A48,A65,A72,1
12,5876,26,3,5,3,2,A11,A34,A42,A64,A75,0
6,542,64,3,9,3,1,A11,A30,A46,A61,A72,0
8,2077,71,1,1,3,0,A12,A30,A44,A61,A74,1
51,12882,49,3,3,1,1,A13,A33,A46,A64,A73,0
11,6385,73,1,3,3,2,A12,A31,A47,A62,A72,0
63,9076,44,2,4,1,2,A12,A34,A410,A61,A74,0
57,13606,27,3,7,2,2,A14,A33,A47,A64,A74,1
12,12163,42,1,7,2,2,A11,A31,A44,A64,A75,0
2,4077,66,1,5,3,0,A12,A33,A410,A61,A75,0
8,16642,62,1,9,1,0,A11,A34,A44,A63,A72,1
11,5744,50,2,7,3,1,A11,A31,A47,A62,A72,1
53,2634,28,1,2,1,2,A11,A32,A45,A63,A74,0
10,4392,54,2,3,3,0,A12,A30,A45,A63,A72,0
8,4821,26,2,7,2,0,A14,A30,A41,A62,A73,1
36,6276,24,1,5,2,0,A13,A31,A46,A65,A71,0
14,11084,24,3,7,3,2,A14,A31,A49,A61,A71,0
54,16619,51,2,9,3,0,A11,A34,A46,A64,A74,0
21,6328,36,1,9,1,2,A14,A31,A45,A61,A71,1
50,795,37,2,3,2,0,A14,A30,A410,A63,A74,0
39,913,67,1,8,3,0,A14,A34,A41,A65,A74,1
20,10687,59,1,6,1,2,A13,A33,A410,A65,A73,1
7,14816,42,2,4,2,2,A14,A30,A44,A61,A75,0
9,7168,22,1,4,1,2,A13,A32,A45,A63,A72,0
1,15844,65,2,4,2,0,A12,A34,A43,A62,A73,0
26,8695,46,1,7,2,1,A14,A32,A49,A64,A75,1
38,17061,72,3,6,1,1,A11,A31,A45,A65,A74,0
38,4854,44,3,2,1,2,A12,A33,A44,A64,A73,0
61,5982,42,2,5,2,2,A13,A31,A410,A63,A74,1
44,16576,54,2,5,2,1,A13,A30,A49,A61,A71,1
44,15876,32,2,6,1,1,A14,A33,A48,A63,A74,1
62,3771,71,2,7,3,2,A13,A30,A410,A65,A71,0
6,11174,65,3,8,1,2,A14,A33,A45,A61,A74,0
17,5892,21,2,8,3,2,A11,A32,A40,A64,A74,0
51,17173,31,1,5,1,1,A11,A30,A49,A65,A75,0
38,14809,73,1,2,3,1,A12,A30,A49,A61,A74,0
24,17291,66,2,8,3,1,A13,A31,A40,A61,A74,0
51,1193,34,1,6,2,2,A11,A34,A41,A64,A74,0
10,1669,38,2,3,1,0,A13,A30,A41,A63,A72,0
21,9123,33,1,4,1,1,A11,A33,A410,A63,A72,0
70,8282,43,1,1,1,0,A12,A31,A43,A63,A73,0
57,14356,26,2,3,3,0,A14,A34,A49,A65,A75,1
39,9674,19,2,4,3,1,A14,A30,A41,A61,A72,0
33,11852,60,3,2,2,1,A13,A32,A47,A62,A73,0
59,19928,32,2,6,3,1,A11,A31,A47,A62,A73,1
18,6030,52,3,8,1,2,A12,A32,A410,A64,A73,0
56,5492,41,2,6,3,0,A12,A33,A41,A61,A75,0
57,3812,65,1,3,3,0,A14,A31,A48,A65,A71,0
48,13565,70,3,9,2,0,A11,A31,A48,A61,A75,1
42,4818,68,1,4,3,0,A12,A31,A48,A64,A73,1
27,14559,71,2,6,1,2,A11,A34,A48,A62,A74,0
52,2188,55,2,4,1,1,A13,A34,A46,A65,A73,0
42,967,31,2,4,1,1,A12,A30,A48,A62,A74,0
32,10037,54,2,2,1,2,A13,A32,A47,A63,A75,0
26,2922,54,3,2,2,1,A14,A30,A49,A64,A71,1
25,15104,23,3,2,2,0,A14,A32,A47,A62,A72,0
23,5221,35,2,2,1,2,A11,A30,A46,A65,A72,0
57,9703,39,1,8,1,2,A13,A31,A41,A61,A71,0
52,8041,35,3,4,3,0,A14,A31,A41,A64,A74,0
31,10369,68,1,4,3,2,A14,A32,A47,A62,A74,0
64,15285,19,2,3,3,0,A12,A31,A41,A63,A71,0
71,14179,49,3,5,3,2,A12,A30,A41,A62,A71,0
33,13042,34,3,4,3,1,A12,A34,A46,A65,A73,1
2,18370,18,3,7,1,0,A12,A33,A46,A63,A75,0
18,14961,26,1,7,3,1,A11,A30,A40,A63,A73,0
47,11538,30,2,6,3,2,A13,A32,A410,A64,A73,0
33,12752,53,2,7,3,2,A11,A31,A46,A65,A75,0
35,10270,54,3,7,2,2,A12,A33,A44,A65,A72,0
51,4249,47,3,8,2,2,A13,A33,A44,A63,A75,0
18,12317,48,2,1,2,2,A14,A31,A41,A61,A72,1
30,3003,40,1,3,1,1,A12,A30,A45,A61,A75,0
44,8355,67,3,3,2,0,A13,A31,A43,A64,A72,0
53,13878,45,1,5,3,2,A13,A34,A46,A64,A74,0
10,11829,27,1,7,3,2,A12,A32,A41,A64,A74,0
52,11601,42,2,6,3,2,A11,A31,A47,A64,A75,0
49,17283,53,2,4,1,1,A12,A30,A44,A63,A71,0
11,12649,43,1,6,2,2,A13,A34,A47,A64,A74,0
66,15119,43,1,7,2,2,A11,A34,A46,A61,A75,1
58,18423,62,2,4,3,2,A11,A30,A42,A62,A75,0
36,15485,30,3,8,3,0,A11,A32,A48,A61,A74,0
33,15526,34,1,5,2,0,A11,A33,A48,A64,A75,0
47,8928,57,3,3,2,2,A13,A34,A41,A63,A71,0
13,9619,21,1,2,3,0,A13,A30,A42,A65,A72,0
40,4624,40,2,1,2,2,A12,A34,A410,A62,A75,0
68,19279,52,3,4,2,2,A13,A33,A49,A62,A74,0
42,16875,28,2,2,1,0,A12,A30,A49,A64,A71,0
19,949,29,1,3,3,0,A14,A34,A410,A64,A71,0
19,17263,26,2,1,2,2,A13,A30,A40,A62,A75,1
58,15534,32,3,6,1,0,A12,A30,A40,A63,A73,0
23,9942,62,2,4,1,0,A11,A33,A42,A62,A74,0
54,13143,54,3,5,1,0,A11,A30,A42,A63,A71,0
65,2801,22,2,8,1,1,A13,A32,A44,A61,A74,0
12,8210,36,2,4,1,1,A14,A34,A45,A64,A75,0
24,6292,28,3,6,1,1,A11,A31,A43,A63,A75,0
34,10159,26,3,3,1,1,A12,A32,A49,A62,A73,0
53,7716,52,3,8,3,1,A12,A32,A410,A61,A73,0
8,12212,67,1,3,3,2,A11,A30,A46,A62,A75,0
18,5405,44,2,7,3,0,A11,A32,A42,A61,A72,0
57,16266,30,3,7,1,1,A11,A32,A43,A65,A72,1
5,6499,74,1,3,2,0,A14,A32,A410,A61,A71,0
26,17483,29,1,3,1,2,A14,A30,A44,A63,A73,1
30,7788,26,3,8,3,0,A13,A32,A47,A65,A71,0
54,11766,59,3,3,3,0,A12,A31,A48,A61,A74,0
13,16086,45,3,2,1,2,A13,A32,A42,A61,A75,0
29,2067,30,1,5,3,2,A13,A30,A40,A63,A75,0
3,15610,37,1,7,2,0,A12,A30,A41,A64,A72,0
58,16582,69,2,8,2,0,A12,A33,A41,A64,A71,1
2,1594,30,1,1,2,2,A12,A33,A42,A64,A71,0
28,11635,44,3,2,1,1,A13,A31,A41,A65,A74,0
2,14008,43,2,7,3,1,A14,A34,A410,A64,A71,1
7,12845,46,2,9,3,1,A12,A33,A40,A65,A74,1
26,10184,46,2,3,2,1,A11,A32,A410,A64,A71,0
16,6691,39,2,8,3,0,A14,A30,A45,A63,A73,0
23,18342,26,3,3,1,1,A14,A33,A46,A65,A75,1
40,8546,41,2,4,2,1,A14,A30,A40,A64,A74,0
60,5434,59,3,2,1,2,A14,A32,A48,A62,A75,0
32,14538,36,1,9,1,2,A12,A30,A46,A64,A75,1
15,1854,55,3,5,3,2,A13,A30,A410,A62,A71,0
13,6973,48,2,5,1,2,A11,A33,A43,A62,A71,0
5,13294,56,1,4,2,0,A11,A30,A42,A61,A74,0
52,3463,32,1,5,1,0,A13,A32,A45,A64,A72,0
41,15003,71,1,1,3,0,A13,A31,A42,A61,A72,0
53,3542,49,2,6,1,1,A14,A30,A43,A61,A75,0
50,7473,68,3,4,1,1,A12,A30,A48,A65,A72,0
15,7639,63,3,4,3,0,A11,A32,A44,A62,A73,1
7,11726,65,2,5,3,1,A14,A34,A49,A61,A71,0
40,7430,63,2,1,3,1,A14,A32,A44,A64,A75,1
28,15262,46,1,4,3,1,A12,A33,A48,A63,A71,1
32,18616,74,3,3,3,1,A11,A33,A41,A64,A72,0
15,5840,69,2,5,3,1,A13,A31,A46,A62,A73,0
70,5611,51,2,5,3,2,A14,A30,A46,A65,A73,0
65,3581,26,3,8,1,0,A11,A31,A45,A64,A74,1
4,8302,52,1,1,1,0,A11,A31,A43,A64,A75,0
11,9962,23,1,3,1,1,A14,A30,A46,A61,A73,0
26,16080,54,1,5,2,1,A11,A30,A42,A64,A75,0
61,18413,31,3,3,3,2,A12,A32,A48,A62,A75,0
37,17965,64,2,6,1,0,A11,A31,A40,A63,A75,0
23,8494,67,2,3,3,2,A12,A31,A45,A61,A71,0
40,4031,66,2,6,2,2,A14,A33,A40,A64,A75,1
23,9843,26,2,8,3,0,A11,A31,A45,A63,A72,0
16,1216,36,3,4,1,2,A12,A32,A44,A64,A73,0
61,6729,40,1,8,2,2,A12,A34,A410,A65,A71,1
68,17088,74,1,7,3,0,A11,A31,A44,A62,A73,1
31,12521,58,1,4,2,0,A14,A32,A410,A65,A72,1
53,11801,45,1,3,3,0,A13,A32,A49,A61,A71,0
25,4594,33,2,5,2,2,A13,A34,A45,A63,A74,0
44,10024,43,2,5,1,1,A11,A32,A47,A65,A72,0
12,10541,55,3,7,3,1,A11,A33,A48,A64,A74,0
9,8603,57,1,1,3,1,A13,A34,A42,A65,A73,0
12,18902,42,2,9,3,2,A14,A33,A44,A63,A72,1
69,15590,52,2,2,1,2,A12,A31,A45,A64,A74,1
54,16415,71,2,9,2,1,A13,A31,A40,A61,A74,0
54,9209,22,1,9,1,0,A14,A32,A40,A65,A71,0
28,1938,24,2,3,2,0,A13,A32,A40,A62,A71,0
56,18936,40,1,7,3,2,A14,A34,A41,A63,A73,0
69,15529,42,1,3,2,1,A13,A31,A43,A62,A72,1
58,5017,18,3,8,2,2,A14,A30,A45,A64,A74,0
42,19196,39,3,8,3,2,A14,A32,A42,A62,A72,0
38,11405,70,1,3,3,1,A14,A34,A48,A63,A75,0
68,1744,21,1,5,2,2,A12,A32,A42,A63,A73,1
53,2916,45,1,7,3,0,A14,A34,A43,A62,A73,0
33,15793,65,2,1,3,0,A13,A31,A43,A62,A71,1
71,6990,31,2,3,2,1,A14,A32,A410,A64,A74,0
56,12183,50,2,1,1,2,A14,A32,A44,A62,A72,0
51,6339,21,3,2,1,0,A11,A30,A44,A63,A74,0
43,15350,59,1,7,3,1,A14,A31,A41,A62,A73,0
15,12670,28,2,7,2,1,A14,A34,A45,A61,A74,1
38,12467,56,2,3,3,1,A11,A30,A48,A63,A73,1
15,5509,49,3,6,1,2,A12,A34,A44,A63,A75,0
5,18466,21,3,6,1,1,A14,A32,A40,A64,A74,0
54,14812,18,1,2,2,2,A11,A33,A48,A64,A73,0
51,9424,43,1,9,2,1,A14,A32,A46,A65,A74,0
10,16421,50,2,8,1,2,A12,A31,A46,A64,A74,0
12,19311,34,2,2,2,0,A13,A34,A410,A61,A72,0
4,6221,44,2,4,1,2,A14,A30,A45,A64,A74,0
18,8923,59,2,9,3,0,A13,A32,A40,A65,A74,1
36,5430,22,2,4,1,0,A11,A34,A410,A63,A74,1
25,4853,24,3,7,1,1,A14,A30,A46,A64,A73,0
36,8332,42,1,5,2,0,A11,A32,A43,A65,A73,1
67,17286,25,3,6,2,2,A13,A33,A44,A64,A74,0
9,16948,51,1,1,2,0,A14,A33,A46,A64,A75,1
61,19121,58,1,4,3,2,A13,A32,A42,A63,A74,0
53,8270,21,1,5,2,2,A11,A31,A41,A65,A74,0
18,17056,29,3,6,3,2,A12,A33,A410,A64,A73,1
43,15594,48,2,6,2,1,A12,A34,A40,A63,A71,0
35,8435,28,1,5,2,2,A12,A31,A47,A65,A71,1
63,3175,54,1,3,1,1,A11,A31,A47,A62,A74,1
4,11740,61,3,2,1,0,A12,A32,A46,A65,A75,0
41,4505,70,3,7,1,0,A14,A34,A49,A64,A72,0
45,7044,53,2,1,3,1,A12,A34,A48,A64,A73,0
50,17832,62,2,5,2,0,A13,A30,A49,A65,A72,0
28,14888,39,1,4,1,0,A14,A33,A410,A63,A72,0
42,15459,18,3,7,2,0,A13,A33,A40,A65,A75,0
69,2194,67,2,2,1,0,A13,A31,A42,A64,A75,0
1,15253,21,2,8,2,2,A13,A31,A44,A64,A71,1
39,17026,53,2,9,1,0,A13,A32,A41,A61,A73,1
17,6501,25,3,1,1,2,A14,A34,A46,A63,A71,0
35,7152,42,3,5,1,0,A11,A33,A45,A61,A75,1
46,15485,45,3,4,1,1,A14,A30,A410,A64,A75,0
42,5081,69,3,5,1,1,A12,A33,A49,A63,A73,0
39,5587,55,3,9,2,2,A12,A33,A41,A63,A73,1
49,1960,53,1,3,1,1,A11,A33,A47,A63,A74,0
62,4387,53,1,1,2,2,A12,A31,A42,A65,A74,1
38,15378,60,3,3,1,0,A14,A34,A43,A65,A72,1
23,8984,58,1,4,2,1,A12,A34,A44,A64,A73,0
22,10335,63,3,2,1,2,A12,A33,A45,A63,A73,1
4,16143,21,1,1,1,2,A13,A34,A48,A63,A71,0
49,11410,30,1,1,1,0,A14,A32,A48,A63,A71,1
59,17721,55,2,8,3,0,A13,A31,A48,A65,A74,0
68,6346,62,3,4,2,1,A11,A31,A47,A64,A72,1
71,8963,42,1,2,2,2,A14,A34,A44,A63,A75,1
2,13836,20,1,3,1,0,A13,A33,A44,A63,A74,0
49,2869,72,2,8,1,1,A14,A33,A43,A62,A71,0
31,14492,49,1,6,1,2,A12,A33,A46,A61,A75,0
40,1382,56,2,8,3,0,A11,A34,A410,A65,A72,0
48,3671,18,1,5,1,1,A12,A33,A43,A62,A71,1
51,2540,28,2,3,1,1,A12,A34,A44,A64,A74,0
43,6872,19,2,6,2,0,A14,A30,A48,A61,A74,1
55,8062,22,3,8,3,0,A11,A34,A46,A64,A72,1
49,12276,73,3,5,2,2,A14,A32,A48,A65,A74,0
57,6400,39,1,5,3,2,A12,A33,A47,A64,A72,0
15,8465,63,3,3,3,0,A11,A33,A410,A63,A73,0
27,8965,30,3,3,2,1,A11,A31,A42,A63,A71,0
68,1089,65,3,8,2,0,A12,A34,A42,A64,A73,0
64,5563,40,1,1,3,2,A14,A30,A41,A64,A73,0
30,18874,64,1,4,3,2,A12,A33,A42,A64,A74,0
36,16740,48,3,9,1,0,A12,A31,A49,A64,A75,1
67,1758,52,3,6,1,2,A12,A34,A42,A63,A74,0
49,14098,55,1,6,2,1,A14,A31,A42,A62,A71,0
55,3366,58,3,7,3,2,A11,A30,A410,A62,A74,0
56,17455,52,2,7,2,1,A13,A34,A45,A64,A71,1
68,9236,62,1,6,1,2,A12,A33,A48,A64,A75,1
44,13204,30,1,9,1,1,A11,A34,A46,A61,A75,1
31,1137,71,2,8,1,0,A13,A33,A46,A64,A75,0
58,5382,24,3,8,3,1,A11,A32,A46,A62,A71,0
53,16328,22,2,2,2,0,A14,A33,A40,A65,A75,0
23,4172,46,3,7,3,2,A13,A31,A43,A65,A73,0
28,12829,25,3,1,3,1,A13,A30,A48,A64,A74,1
16,15467,25,1,8,1,1,A13,A34,A43,A64,A74,1
37,5211,71,1,3,1,2,A12,A32,A46,A65,A71,0
21,13735,24,3,9,2,2,A13,A32,A41,A61,A72,0
17,659,36,2,5,3,1,A14,A32,A45,A62,A72,0
37,10644,56,1,7,2,0,A14,A31,A44,A64,A74,0
19,15293,40,3,7,2,2,A13,A33,A49,A64,A72,0
30,10423,53,1,9,2,1,A11,A32,A41,A61,A72,0
45,6438,59,1,2,2,2,A12,A30,A410,A62,A72,0
18,11854,49,1,4,1,2,A11,A30,A42,A64,A71,1
62,10424,62,2,8,2,0,A12,A34,A42,A62,A73,0
36,1080,21,2,5,1,0,A12,A30,A42,A62,A75,0
52,4974,47,3,5,2,0,A14,A33,A44,A65,A71,0
19,10441,68,2,3,1,1,A12,A33,A49,A64,A73,0
44,7573,59,3,5,2,2,A13,A32,A48,A65,A75,0
7,10162,56,3,7,3,0,A12,A33,A46,A62,A75,0
44,5559,22,1,4,3,1,A14,A33,A45,A64,A71,0
68,13957,20,1,8,1,0,A14,A32,A43,A63,A74,0
34,4828,39,2,6,1,0,A12,A34,A44,A63,A71,0
66,18278,45,3,6,2,2,A12,A33,A45,A61,A75,1
69,1421,39,3,6,3,1,A12,A33,A47,A65,A72,0
55,3273,39,1,4,2,2,A11,A31,A48,A62,A72,1
10,4962,51,1,3,1,0,A13,A34,A41,A63,A74,0
42,7233,46,1,6,2,2,A12,A32,A47,A64,A71,0
41,12274,60,2,6,3,1,A13,A31,A47,A62,A75,0
69,9810,59,3,2,3,0,A14,A31,A46,A61,A72,0
10,2365,72,3,9,3,0,A13,A34,A43,A62,A73,0
10,17608,30,3,4,3,0,A12,A33,A48,A61,A72,0
60,1211,24,1,4,3,0,A14,A32,A46,A62,A74,1
51,8210,27,2,8,1,1,A12,A34,A44,A64,A71,0
21,13946,45,2,3,2,2,A13,A31,A43,A65,A71,0
8,13894,21,1,7,2,1,A13,A30,A45,A63,A72,0
65,890,49,2,7,2,0,A11,A32,A45,A62,A73,0
30,9762,39,2,2,1,1,A13,A30,A48,A62,A71,1
49,4987,37,3,3,1,0,A14,A33,A46,A64,A71,1
9,11120,65,1,4,1,0,A12,A34,A40,A64,A75,0
17,14070,37,1,2,1,2,A13,A33,A43,A63,A74,0
69,6566,23,1,9,2,0,A12,A34,A43,A62,A75,0
58,4994,26,1,6,3,1,A11,A31,A44,A64,A74,0
57,4072,45,3,1,3,1,A12,A33,A44,A65,A71,1
62,13170,30,2,1,1,2,A12,A30,A49,A61,A73,1
52,16439,48,2,8,2,2,A13,A31,A43,A61,A73,1
61,16760,56,3,6,2,0,A13,A34,A42,A64,A71,0
40,10749,67,2,7,1,0,A12,A31,A45,A63,A74,0
38,2811,31,1,6,2,0,A11,A30,A410,A64,A75,1
43,11571,39,3,2,3,0,A14,A32,A41,A64,A75,0
63,7273,54,3,3,1,1,A14,A34,A48,A61,A75,0
19,7405,71,1,8,2,0,A14,A32,A45,A64,A74,0
50,4142,62,1,4,2,2,A14,A31,A410,A63,A71,0
33,6838,41,1,8,2,1,A12,A33,A44,A61,A73,1
13,16846,25,2,3,1,1,A12,A34,A42,A61,A75,0
62,19493,32,1,2,3,0,A12,A31,A43,A61,A74,1
43,10122,68,3,7,2,0,A12,A34,A45,A65,A74,0
49,16155,58,2,1,1,1,A11,A30,A42,A62,A75,0
36,10605,23,2,3,1,2,A12,A31,A49,A64,A71,0
10,6740,40,3,2,2,0,A12,A33,A46,A65,A73,1
6,15297,42,2,5,1,1,A12,A34,A44,A64,A73,0
57,8306,48,1,2,3,1,A13,A33,A49,A63,A74,0
1,1257,63,1,5,3,0,A14,A33,A40,A62,A71,0
71,6720,46,1,3,1,2,A13,A30,A48,A64,A72,0
58,10604,40,1,9,2,1,A11,A32,A48,A64,A73,1
21,14816,27,2,9,3,1,A11,A31,A40,A62,A72,1
56,9826,26,3,8,2,1,A14,A32,A43,A63,A74,1
20,9456,66,2,5,1,0,A14,A32,A43,A63,A73,0
54,19609,30,3,7,3,1,A12,A30,A49,A64,A71,0
25,3997,49,3,2,2,1,A14,A33,A47,A62,A72,0
28,10364,66,1,3,1,0,A11,A33,A41,A61,A75,0
5,9274,68,2,2,2,2,A12,A31,A46,A61,A72,0
21,14539,62,1,1,3,1,A11,A30,A47,A65,A74,1
18,2321,58,2,3,1,0,A13,A34,A42,A62,A74,0
47,18069,18,2,4,1,2,A12,A33,A49,A63,A74,1
70,13217,18,1,9,2,0,A12,A31,A42,A65,A71,0
57,18521,54,2,2,2,2,A13,A34,A48,A63,A71,0
19,10872,57,1,9,1,0,A11,A32,A47,A65,A74,1
65,8880,35,3,1,3,2,A14,A30,A40,A63,A73,0
3,2246,53,1,9,3,2,A12,A34,A41,A64,A75,0
42,6297,48,2,6,2,0,A14,A33,A43,A63,A71,1
21,16783,71,2,8,2,1,A13,A31,A410,A62,A73,1
40,8589,18,3,3,2,2,A11,A31,A45,A65,A72,0
67,19504,64,3,8,3,0,A11,A30,A42,A61,A72,1
25,12637,69,3,9,3,1,A11,A32,A43,A64,A73,0
55,8097,53,1,7,2,1,A14,A33,A43,A63,A75,0
52,6607,74,1,4,2,0,A14,A32,A49,A61,A72,0
44,3293,26,2,6,1,0,A14,A30,A46,A65,A73,0
56,11638,39,3,6,1,2,A14,A30,A46,A64,A73,0
55,3000,73,3,2,1,0,A12,A32,A46,A64,A74,0
70,13638,45,1,2,1,1,A14,A34,A43,A64,A73,0
66,8861,43,2,5,2,0,A13,A34,A44,A61,A75,0
19,5425,69,3,1,3,1,A12,A30,A43,A65,A74,0
7,17964,27,1,5,3,1,A11,A34,A48,A63,A75,0
63,4953,73,1,3,1,0,A14,A34,A43,A65,A75,1
42,19132,64,3,3,3,1,A14,A31,A40,A64,A74,0
42,15279,20,3,8,1,1,A12,A32,A47,A65,A74,0
59,12600,19,2,3,2,2,A11,A31,A45,A63,A72,0
20,15662,71,3,3,1,1,A11,A31,A41,A65,A72,1
17,1825,54,1,1,3,2,A13,A30,A40,A64,A74,0
27,11869,73,3,8,3,2,A12,A30,A49,A64,A75,0
47,10840,48,3,6,3,2,A13,A30,A46,A63,A71,1
2,13908,50,2,8,2,2,A12,A31,A47,A62,A73,1
63,18572,49,1,3,1,1,A12,A33,A49,A65,A74,0
62,19869,60,3,6,2,1,A12,A31,A48,A64,A73,1
19,18960,29,1,2,2,0,A11,A31,A410,A65,A72,1
17,1961,20,2,3,1,2,A13,A31,A43,A63,A73,0
69,10094,72,1,4,3,1,A13,A34,A46,A61,A72,1
39,572,65,3,9,3,2,A14,A34,A44,A61,A74,0
71,6530,43,3,4,3,2,A13,A30,A41,A64,A72,1
39,19680,31,2,7,3,0,A14,A31,A42,A63,A75,0
36,8217,29,2,8,2,2,A14,A31,A47,A63,A75,0
40,13831,69,2,5,1,1,A11,A30,A49,A65,A75,1
45,14436,43,1,2,1,1,A14,A32,A410,A64,A73,0
4,19377,33,1,8,1,1,A12,A33,A44,A61,A73,1
25,4076,70,1,5,2,1,A12,A33,A42,A63,A71,1
69,8600,25,1,5,3,2,A11,A32,A47,A63,A73,0
30,14112,66,2,7,3,1,A12,A30,A46,A61,A71,0
68,6228,66,1,6,1,0,A12,A32,A46,A65,A74,1
29,532,45,1,3,3,2,A13,A33,A46,A65,A74,1
68,11386,24,1,7,2,1,A11,A32,A44,A65,A74,0
51,14578,32,1,1,3,1,A12,A31,A43,A65,A74,0
